ID,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma Quality,Flavour Quality,Aftertaste Quality,Bitterness Quality,Avg.beans.per.100g,Acidity Quality,Astringency Quality,Sweetness Quality,Taster.Points Quality,Total.Points Quality,Moisture,Category.One.Defects,Colour,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement
946,grupo chocolatiertalero los brujos spr de rl,Brazil,los brujos,F30002939,grupo chocolatiertalero los brujos,1100,"coatepec, coatepec",MARIA DE LOUDES ANCIRA ELIZONDO,20,1 kg,AMEchocolatier,2020,"June 6th, 2020",GRUPO chocolatierTALERO LOS BRUJOS SPR DE RL,Criollo,Washed / Wet,7.42,7.42,7.25,7.25,101.25,7.33,10,10,7.25,63.92,0.13,0,,1,"June 6th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
1071,case noyale ltd,Mauritius,case noyale ltd,not applicable,compagnie sucri®re de bel ombre ltd,280,chamarel (south west),Case Noyale Ltd,1,2 kg,Kenya cocoa Traders Association,2020,"February 11th, 2020",Case Noyale Ltd,Trinitario,,7.25,7.25,7.17,7.17,97.875,7.17,10,10,7.25,63.26,0.12,0,Green,0,"February 10th, 2022",Kenya cocoa Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m
1079,cadexsa,Honduras,bethel,13-63-60,cadexsa,1450,marcala,Jose Omar Acosta,275,69 kg,Instituto Hondure±o del Caf©,2020,"February 3rd, 2020",CADEXSA,Trinitario,,7.25,7.42,7,7.42,98.955,7,10,10,7,63.09,0.1,0,Green,0,"February 2nd, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
1086,simon mahinda,Burundi,,027/01/601,sangana commodities k limited,1700,mumirwa,SOGESTAL MUMIRWA,300,60 kg,Kenya cocoa Traders Association,2020,"January 22nd, 2020",SIMON MAHINDA,Trinitario,,7.08,7.25,7.17,7.33,95.58,7.08,10,10,7.33,63.24,0.12,0,Green,0,"January 21st, 2022",Kenya cocoa Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m
950,rachocolatier & cia s.c.a,Dominican Republic,,3-37-0059,rachocolatier & cia s.c.a,,huila,La Plata,230,70 kg,Almacaf©,2020,"November 8th, 2020",Rachocolatier & Cia S.C.A,Criollo,Washed / Wet,7.5,7.33,7.33,7.17,98.955,7.42,10,10,7.25,64,0,0,,0,"November 8th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
951,bismarck castro,Honduras,las cuchillas,13-111-084,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondure±o del Caf©,2020,"June 9th, 2020",Bismarck Castro,Criollo,Washed / Wet,7.5,7.5,7,7.17,101.25,7.33,10,10,7.33,63.83,0.11,0,Purple,3,"June 9th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
954,cadexsa,Honduras,bethel,13-63-318,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondure±o del Caf©,2020,"May 22nd, 2020",CADEXSA,Forastero,Washed / Wet,7.58,7.42,7.17,7.42,96.795,7.17,10,10,7.42,64.18,0.09,0,Green,4,"May 21st, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
958,mayra yessenia torres,Honduras,el cerron,13-01-0556,"olam honduras, s.a.",1450 msnm,san marcos,Nelson Melgar Melgar,275,1 kg,Instituto Hondure±o del Caf©,2020,"January 22nd, 2020",Mayra Yessenia Torres,Forastero,Washed / Wet,7.33,7.33,7.17,7.33,101.25,7.33,10,10,7.33,63.82,0.12,0,Green,3,"January 22nd, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
953,chocolatierbras,Brazil,fazenda sacramento,002/1495/0134,chocolatierbras comercio de caf©s do brasil sa,1100,cerrado,NELSON AZEVEDO FRANáA,300,60 kg,Brazil Specialty cocoa Association,2020,"November 20th, 2020",chocolatierbras,Forastero,Natural / Dry,7.25,7.33,7.33,7.33,98.955,7.42,10,10,7.33,63.99,0.11,0,Green,14,"November 19th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
957,afca,Malawi,usingini farm,C19,mzuzu cocoa planters coop union,1200m,mzuzu,Mzuzu cocoa Coop Union,31,60 kg,Africa Fine cocoa Association,2020,"November 4th, 2020",AFCA,Criollo,Washed / Wet,7.75,7.33,7.08,7.33,98.955,7.25,10,10,7.25,63.99,0.13,0,Green,1,"November 4th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
956,victoria,Philippines,bacofa,123/300/01,s3v international importing,1400 masl,"davao city, region 11","cocoa FOR PEACE,INC.",2,2 kg,Specialty cocoa Association,2020,"November 13th, 2020",Victoria,Forastero,Washed / Wet,7.08,7.33,7.42,7.33,98.955,7.5,10,10,7.33,63.99,0.14,0,Green,3,"November 13th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
959,julio perez hernandez,Brazil,,0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMEchocolatier,2020,"August 30th, 2020",JULIO PEREZ HERNANDEZ,Criollo,Washed / Wet,7.58,7.42,7.25,7.33,97.875,7.25,10,10,7.25,64.08,0.13,4,Green,13,"August 30th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
960,hector gabriel barreda nader,Brazil,cruz verde,0,,1000,veracruz,HECTOR GABRIEL BARREDA NADER,70,1 kg,AMEchocolatier,2020,"July 11th, 2020",HECTOR GABRIEL BARREDA NADER,Criollo,Washed / Wet,7.33,7.25,7.17,7.42,102.33,7.33,10,10,7.25,63.75,0.12,0,Green,4,"July 11th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
955,jacques pereira carneiro,Brazil,sertao farm,002/135-2/0076,exportadora de caf©s carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty cocoa Association,2020,"December 16th, 2020",Jacques Pereira Carneiro,Forastero,Other,7.17,7.33,7.42,7.25,100.17,7.33,10,10,7.42,63.92,0.12,0,Green,6,"December 16th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
1093,ethiopia commodity exchange,Ethiopia,,010/0058,,,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2020,"June 17th, 2020",Ethiopia Commodity Exchange,Trinitario,,7.25,7.25,7.25,7.33,101.25,8,9.33,10,7.08,63.49,0.1,0,,1,"June 17th, 2022",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m
961,klem organics,Brazil,fazendas klem ltda,002/1566/0003        ,klem organics cocoa,1100,matas de minas        ,NAGIPE VIANA KLEM       ,42,5 kg,Specialty cocoa Association,2020,"November 15th, 2020
",KlemOrganics,Forastero,Natural / Dry,7.5,7.58,7.5,7.5,104.625,7.83,9.33,9.33,7.58,64.15,0.11,0,Green,0,"November 15th, 2022
",Specialty cocoa Association,d3ed2a8c1db69c87daef88f425dd0e8ef3216a39,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
969,juan luis alvarado romero,Guatemala,finca medina,11/11711/08,"siembras vision, s.a.",5000 f,"sacatepequez, guatemala","SIEMBRAS VISION, S.A.",250,69 kg,Asociacion Nacional Del Caf©,2020,"March 4th, 2020",Juan Luis Alvarado Romero,Criollo,Washed / Wet,7.5,7.33,7.5,7.58,94.5,7.25,10,10,7.08,64.24,0.11,0,Green,4,"March 4th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
965,cadexsa,Honduras,cerro bueno,13-63-301,cadexsa,1400 msn,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondure±o del Caf©,2020,"May 12th, 2020",CADEXSA,Forastero,Washed / Wet,7.42,7.17,7.17,7.5,98.955,7.25,10,10,7.42,63.93,0.12,0,Green,1,"May 11th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
964,"comercial internacional exportadora, s.a.",Nicaragua,chocolatiertales santa matilde,017/001/1214,"comercial internacional exportadora, s.a.",1100,jinotega,Rolando Lacayo,275,69 kg,Asociaci≥n de Caf©s Especiales de Nicaragua,2020,"July 6th, 2020","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Forastero,Washed / Wet,7.08,7.5,7.33,7.17,100.17,7.25,10,10,7.5,63.83,0.1,0,Green,4,"July 5th, 2022",Asociaci≥n de Caf©s Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m
967,shangrilla estate ltd,"Tanzania, United Republic Of",shangrilla estate,C38,shangrilla estate ltd,1700,karatu ngorogoro,Shangrilla Estate,100,60 kg,Africa Fine cocoa Association,2020,"December 17th, 2020",Shangrilla Estate Ltd,Forastero,Washed / Wet,7.33,7.17,7.17,7.5,97.875,7.42,10,10,7.42,64.01,0.13,0,Green,5,"December 17th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
966,essencecocoa,Guatemala,el injerto s.a.,11999144,essence cocoa,1700m,huehuetenango,El Injerto S.A.,36,55 lbs,Blossom Valley International,2020,"March 21st, 2020",Essencecocoa,Criollo,Washed / Wet,7.33,7.42,7.17,7.25,100.17,7.33,10,10,7.33,63.83,0.09,0,Purple,2,"March 20th, 2022",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m
970,alfredo bojalil,Brazil,finca chanjul,1507169991,ecomtrading,1500,motozintla,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,1 kg,AMEchocolatier,2020,"July 26th, 2020",ALFREDO BOJALIL,Criollo,Washed / Wet,7.42,7.42,7.33,7.33,101.25,7.42,9.33,10,7.5,63.75,0.12,0,Green,1,"July 26th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
963,ipanema cocoas,Brazil,rio verde,002/4177/0164,ipanema cocoas,1,south of minas,Ipanema Agr≠cola SA,320,2 kg,Brazil Specialty cocoa Association,2020,"October 8th, 2020",Ipanema cocoas,Forastero,Natural / Dry,7.17,7.42,7.17,7.08,93.42,8.17,10,10,7.33,64.34,0,0,Green,1,"October 7th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
1113,kona pacific farmers cooperative,United States (Hawaii),,,,,kona,,22,100 lbs,Specialty cocoa Association,2020,"September 22nd, 2020",Kona Pacific Farmers Cooperative,Trinitario,,7.58,7.5,7.33,7.33,103.545,7.33,9.33,9.33,7.42,63.15,0.05,12,,1,"September 21st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
973,andreas kussmaul,Brazil,exportadora caf© california,016-2028-042,exportadora caf© california,1200,"chiapas, jaltenango",Exportadora Caf© California,275,1 kg,Asociaci≥n Mexicana De Caf©s y chocolatierter≠as De Especialidad A.C.,2020,"June 25th, 2020",ANDREAS KUSSMAUL,Criollo,Washed / Wet,7.75,7.58,7.08,7.25,95.58,7.25,10,10,7.17,64.08,0.12,0,Green,10,"June 24th, 2022",Asociaci≥n Mexicana De Caf©s y chocolatierter≠as De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m
979,afca,Malawi,makoka valley estate,C16,r.w.j wallace ltd,990-1000m,southern- zomba,R.W.J. Wallace Ltd,300,60 kg,Africa Fine cocoa Association,2020,"November 4th, 2020",AFCA,Criollo,Washed / Wet,7.58,7.25,7.33,7.08,98.955,7.33,10,10,7.25,63.82,0.12,0,Green,12,"November 4th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
974,"chocolatiertalera internacional cafinter, s.a.",Costa Rica,el patalillo,5-019-0118,"chocolatiertalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty cocoa Association of Costa Rica,2020,"May 22nd, 2020","chocolatierTALERA INTERNACIONAL CAFINTER, S.A.",Criollo,Washed / Wet,7.5,7.5,7.33,7.17,95.58,7.17,10,10,7.42,64.09,0.11,0,Purple,0,"May 21st, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
983,the cocoa source inc.,Guatemala,finca quequesquez,11-183-25,the cocoa source inc.,1450,oriente,Finca Quequesquez,250,1 kg,Specialty cocoa Association,2020,"August 20th, 2020",The cocoa Source Inc.,Criollo,Washed / Wet,7.42,7.25,7.33,7.25,97.875,7.42,10,10,7.25,63.92,0.12,0,Green,4,"August 20th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
976,ÊùæÊæ§ÂÆèÊ®π koju matsuzawa,Thailand,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",20,20 kg,Specialty cocoa Institute of Asia,2020,"February 15th, 2020",ÊùæÊæ§ÂÆèÊ®π Koju Matsuzawa,Criollo,Washed / Wet,6.83,7.42,7.42,7.17,101.25,7.42,10,10,7.42,63.68,0.12,0,Red,0,"February 15th, 2022",Specialty cocoa Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m
972,immaculata john,"Tanzania, United Republic Of",mviwambi cocoa farmers,A057,mviwambi cocoa farm,100/2000,"ruvuma, mbinga",Immaculata John,100,60 kg,Africa Fine cocoa Association,2020,"November 16th, 2020",Immaculata John,Forastero,Washed / Wet,7.67,7.17,7.17,7.33,101.25,7.17,10,10,7.17,63.68,0.12,0,Green,2,"November 15th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
978,taylor winch (t) ltd,"Tanzania, United Republic Of",ampcg,C18,taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,320,60 kg,Africa Fine cocoa Association,2020,"December 17th, 2020",Taylor Winch (T) Ltd,Forastero,Washed / Wet,7.58,7.17,7.17,7.33,98.955,7.25,10,10,7.33,63.83,0.12,0,Purple,2,"December 17th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
975,,Honduras,los hicaques,13-111-037,cigrah,1450 mals,central region,Reinerio Zepeda,275,1 kg,Instituto Hondure±o del Caf©,2020,"March 11th, 2020",,Forastero,Natural / Dry,7.42,7.33,7,7.42,98.955,7.33,10,10,7.33,63.83,0.13,0,Green,1,"March 10th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
981,Forastero specialty cocoas,Brazil,juliana,002/454-2/0379,Forastero specialty cocoas,,monte carmelo,JOSE RENATO BAIARDI,300,1 kg,NUcocoa,2020,"February 4th, 2020",Forastero SPECIALTY cocoaS,Forastero,Natural / Dry,7.42,7.42,7.17,7.42,98.955,7.25,10,10,7.17,63.85,0.11,0,Green,3,"February 4th, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
980,eric thormaehlen,Costa Rica,various,5-0048-0126,corichocolatier s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty cocoa Association of Costa Rica,2020,"May 9th, 2020",Eric Thormaehlen,Forastero,Washed / Wet,7.33,7.08,7.33,7.25,98.955,7.58,10,10,7.25,63.82,0.11,0,Green,3,"May 9th, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
985,kona pacific farmers cooperative,United States (Hawaii),,,,,kona,,4,100 lbs,Specialty cocoa Association,2020,"September 22nd, 2020",Kona Pacific Farmers Cooperative,Forastero,,7.25,7.75,7.67,7.67,100.17,7.67,8.67,10,7.75,64.43,0.04,3,,0,"September 21st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
984,nucocoa,Brazil,fazenda s£o sebasti£o,002/1251/0182,nucocoa,1000m,south of minas,Bruno de Andrade Frota,17,60 kg,NUcocoa,2020,"January 23rd, 2020",NUcocoa,Forastero,Natural / Dry,7.42,7.33,7.25,7.42,101.25,7.17,10,10,7.08,63.67,0.12,0,Green,1,"January 22nd, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
982,julio perez hernandez,Brazil,,0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMEchocolatier,2020,"August 30th, 2020",JULIO PEREZ HERNANDEZ,Criollo,Natural / Dry,7.42,7.25,7.08,7.75,100.17,7.17,10,10,7.08,63.75,0.13,3,Green,7,"August 30th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
977,victoria,Philippines,"irisan, baguio",123/300/01,s3v international importing,1200 masl,corillera administrative,"cocoa FOR PEACE,INC.",2,2 kg,Specialty cocoa Association,2020,"January 8th, 2020",Victoria,Criollo,Natural / Dry,7.25,7.25,7.25,7.08,102.33,7.5,10,10,7.25,63.58,0,0,Green,4,"January 8th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
1116,honor dela fuente,Nicaragua,,17,costco wholesale industries,,,,1,5 lbs,Specialty cocoa Association,2020,"February 25th, 2020",Honor dela Fuente,Trinitario,Natural / Dry,7.25,7.17,6.92,7.25,96.795,7.25,10,10,7.08,62.92,0.1,0,Green,4,"February 25th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
992,german negron,United States (Puerto Rico),hacienda caracolillo,,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,18,5 lbs,Specialty cocoa Association,2020,"May 28th, 2020",German Negron,Criollo,Washed / Wet,7.67,7.75,7.67,7.58,102.33,7.67,6.67,10,8.5,63.51,0,0,Green,0,"May 28th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
997,kona pacific farmers cooperative,United States (Hawaii),,2200304,kpfc,,,,2,100 lbs,Specialty cocoa Association,2020,"February 13th, 2020",Kona Pacific Farmers Cooperative,Criollo,Washed / Wet,7.42,7.42,7.25,7.58,93.42,7.17,10,10,7.33,64.17,0.06,0,Red,0,"February 12th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
991,the cocoa source inc.,Costa Rica,santa laura,5-545-0005,the cocoa source inc.,1500 mts,naranjo,Several,250,1 kg,Specialty cocoa Association of Costa Rica,2020,"December 18th, 2020",The cocoa Source Inc.,Criollo,Washed / Wet,7.42,7.25,7.17,7.25,97.875,7.58,10,10,7.17,63.84,0.13,0,Green,0,"December 18th, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
990,taylor winch (t) ltd,"Tanzania, United Republic Of",mwalyego amcos,C006,taylor winch (t) ltd,1456,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60 kg,Africa Fine cocoa Association,2020,"January 2nd, 2020",Taylor Winch (T) Ltd,Forastero,Washed / Wet,7.42,7.33,7.33,7.25,97.875,7.33,10,10,7.17,63.83,0.13,0,Green,2,"January 2nd, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
988,rolando lacayo,Nicaragua,chocolatiertales santa matilde,017/001/652,"comercial internacional exportadora, s.a.",1100 m.o.s.l.,jinotega,ROLANDO LACAYO,275,69 kg,Asociaci≥n de Caf©s Especiales de Nicaragua,2020,"March 28th, 2020",Rolando Lacayo,Forastero,Washed / Wet,7.33,7.33,7.33,7.42,98.955,7.33,10,10,7,63.74,0.11,0,,1,"March 27th, 2022",Asociaci≥n de Caf©s Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m
989,wali ali,United States,,,conscious bean cocoa,5600 feet,central america,JuanAna cocoa Association,1,5 lbs,Specialty cocoa Association,2020,"March 4th, 2020",Wali Ali,Forastero,Natural / Dry,7.42,7.17,7.33,7.42,97.875,7.33,10,10,7.17,63.84,0,0,,0,"March 3rd, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
996,balbino ramirez flores,Brazil,el desmoronado,0,,1200,talpa de allende,BALBINO RAMIREZ FLORES,15,1 kg,AMEchocolatier,2020,"July 3rd, 2020",BALBINO RAMIREZ FLORES,Criollo,Washed / Wet,7.42,7.33,7.25,7.42,96.795,7.25,10,10,7.25,63.92,0.1,0,Green,1,"July 3rd, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
995,gerardo hernandez valderrabano,Brazil,,1955,comercializadora profesional mexicana s.a. de c.v.,1642,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,AMEchocolatier,2020,"August 30th, 2020",GERARDO HERNANDEZ VALDERRABANO,Criollo,Washed / Wet,7.33,7.33,7.25,7.42,97.875,7.25,10,10,7.25,63.83,0.11,0,Green,5,"August 30th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
994,diego manuel woolrich ramirez,Brazil,chocolatiertal sinai,"1405833052, 1405833062",,1300,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1 kg,AMEchocolatier,2020,"September 4th, 2020",DIEGO MANUEL WOOLRICH RAMIREZ,Criollo,Washed / Wet,7.33,7.25,7.33,7.42,97.875,7.42,10,10,7.08,63.83,0.12,0,Green,2,"September 4th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
993,obed rendon ponce,Brazil,"san fernando, chiapas",0,chocolatiertera el grande s.a. de c.v.,1650,san fernando,MEDINA PEDRERO PRODUCTOS AGRçCOLAS SA DE CV,100,1 kg,AMEchocolatier,2020,"September 14th, 2020",OBED RENDON PONCE,Criollo,Washed / Wet,7.25,7.42,7.33,7.33,96.795,7.33,10,10,7.25,63.91,0.13,5,Green,16,"September 14th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
1126,doi tung development project,Thailand,doi tung development project,10589010,doi tung development project,800++,thailand,Doi Tung Development Project,2,1 kg,Specialty cocoa Association,2020,"May 29th, 2020",Doi Tung Development Project,Trinitario,Washed / Wet,7.33,6.67,7.08,7.42,100.17,7.08,10,10,7,62.58,0,0,Green,0,"May 29th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
987,gregorio sebba,Brazil,fazenda s£o jos© mirante,,garca armazens,695,alta paulista (sao paulo),Jos© Olavo Boechat,500,60 kg,Specialty cocoa Association,2020,"June 21st, 2020",Gregorio Sebba,Forastero,Natural / Dry,7.58,7.42,7.5,7.25,104.625,7.58,9.33,9.33,7.33,63.32,0.11,5,Green,8,"June 21st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
1005,mayra yessenia torres,Honduras,el cerron,13-132-92,"olam honduras, s.a.",1350 snn,san marcos,NELSON MELGAR & REGINO MELGAL,275,18975 kg,Instituto Hondure±o del Caf©,2020,"January 26th, 2020",Mayra Yessenia Torres,Criollo,Natural / Dry,7.42,7.25,7.25,7.33,97.875,7.17,10,10,7.33,63.75,0.12,0,Green,1,"January 26th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
1006,Forastero specialty cocoas,Brazil,,002/4542/0275,Forastero specialty cocoas,,cerrado,,300,60 kg,Brazil Specialty cocoa Association,2020,"January 15th, 2020",Forastero SPECIALTY cocoaS,Forastero,Natural / Dry,7.67,7.75,7.83,7.75,105.705,7.75,10,10,7.75,66.5,0.12,0,Green,0,"January 15th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
1003,juan luis alvarado romero,Guatemala,el papaturro,11/23/0706,"unex guatemala, s.a.",4000psn,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Caf©,2020,"July 23rd, 2020",Juan Luis Alvarado Romero,Forastero,Washed / Wet,7.5,7.25,7,7.25,101.25,7.25,10,10,7.25,63.5,0.11,0,Green,1,"July 22nd, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
